name,dapp_sector,dapp_category,sub_category,is_active,is_multi_chain,governance_type,ownership_status,level_of_decentralisation,research_comments,tags,token_symbol,token_type,website,launch_date,chains,raised_capital,tvl,tvl_ratio,market_cap,circulating_supply,total_supply,price,users,volume,transactions,total_liquidity_usd,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,liquidity_usd,gov_numeric,own_numeric,decent_numeric,governance_score,chain_count,market_cap_norm,users_norm,tvl_norm,market_maturity,volatility_index,liquidity_efficiency,tx_per_user,volume_per_user,market_cap_per_user,has_token,token_type_clean,token_type_primary,is_governance_token,is_utility_token,is_reward_token,is_multi_type_token,is_defi,is_prediction_market,is_rwa,is_ai,is_depin,is_gaming,is_social,activity_signal_count,governance_complete,data_completeness_score,eligible_loose,analysis_eligible,primary_sub_tag,in_primary_cohort,in_secondary_cohort,primary_cohort_id,secondary_cohort_id
SyncSwap,defi,Analytics,Analytics,True,True,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"zkSync-era DEX; SYNC is described as a utility + governance token, but documentation indicates the token contract may not yet be deployed; no evidence of binding on-chain DAO execution in production surfaced.","Exchanges, DeFi, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",SYNC,UTILITY,https://syncswap.xyz/,,"linea,zksync-era",0.0,,,0.0,0.0,0.0,0.0,22891,27547112.72,16229,,,,,,,24683938.0,,1,0.0,1,0.21666666666666667,2,0.0,10.038542783528992,0.0,0.18653745142319145,4113989.6666666665,,0.7089685902756542,1203.4036398584597,0.0,True,UTILITY,UTILITY,False,True,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Analytics,False,False,,
Pirate Nation,games,NFT marketplace,"Play 2 Earn, Metaverse, NFT Marketplace",True,True,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Proof of Play game with PIRATE token; no DAO for game decisions; recent pivot confirmed team control.,"Metaverse, Games, Play to Earn, collectibles-nfts, gaming, ethereum-ecosystem, a16z-portfolio, made-in-america",PIRATE,REWARD,https://piratenation.game/,,"ethereum,proof-of-play-apex,proof-of-play-boss",0.0,,,0.0,535213932.0,979198415.1,0.00611480011,22612,0.0,7977562,-0.75979756,-2.75620972,-18.57621712,-51.92218312,-69.91515885,-83.86692953,,-759797.5599999999,1,0.0,0,0.06666666666666667,3,0.0,10.026280241122993,0.0,0.1863095873339795,37.83944972333333,,352.80214045639485,0.0,0.0,True,REWARD,REWARD,False,False,True,False,False,False,False,False,False,True,False,2,True,0.7,True,False,Play 2 Earn,False,False,,
W-DEX,exchanges,DEX,"AMM DEX, Analytics",True,False,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"DEX in the Meta Whale ecosystem; official site references “Governance / DAO”, but no clear binding on-chain governor/timelock evidence found; execution likely remains operator-led with community signalling.","research, analytics",WDEX,UTILITY,https://w-dex.ai,,polygon,0.0,,,0.0,0.0,0.0,,22423,9535192.33,89647,,,,,,,2327187.0,,1,0.0,1,0.21666666666666667,1,0.0,10.017887092844624,0.0,0.1861536248080407,387864.5,,3.997993132051911,425.241597020916,0.0,True,UTILITY,UTILITY,False,True,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,AMM DEX,False,False,,
Wizverse,games,NFT Gaming,"Play 2 Earn, Metaverse",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Multiplayer wizard battle game; no DAO, Snapshot, or token-governed execution found; content and updates appear studio-controlled.","NFT, Metaverse, Games, Play to Earn",,,https://www.wizverse.net/,,skale-nebula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22081,0.0,31371,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,10.002518075999083,0.0,0.18586803582415437,0.0,,1.4207236991078303,0.0,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,False,2,True,0.7,True,False,Play 2 Earn,False,False,,
xPortal,defi,Yield Aggregator,"Yield Optimizer, Staking",True,False,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"MultiversX “super app” wallet; non-custodial access to dApps/swaps, but product governance is centrally managed by the operator team (no public DAO for xPortal itself).","NFT, Staking, Yield, DeFi, Play to Earn",EGLD,UTILITY,https://xportal.com/,,multiversx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21869,46.31,497658,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,1,0.21666666666666667,1,0.0,9.992871113670814,0.0,0.1856887747694878,0.0,,22.756321733961315,0.0021176094014358224,0.0,True,UTILITY,UTILITY,False,True,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Yield Optimizer,False,False,,
Ronin Staking,defi,DAO Tooling,"Yield Optimizer, Staking, DAO Tooling, Validator Staking",True,False,MULTISIG_WITH_COMMUNITY_INPUT,MIXED,SEMI_DECENTRALIZED,Ronin has governing + standard validators; staking/validator set influenced by token/DPoS; core governance and key ops managed by foundation/governing validators,"Staking, Yield, Governance",RON,UTILITY,https://app.roninchain.com/staking,,ronin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21595,7705425.33,931641,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4,2.0,1,0.6166666666666667,1,0.0,9.980263391338177,0.0,0.18545449650391724,0.0,,43.14151423940727,356.8152502894188,0.0,True,UTILITY,UTILITY,False,True,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Yield Optimizer,False,False,,
Morpho,defi,Lending,Lending,True,True,ONCHAIN_TOKEN_GOVERNANCE,FOUNDATION_OWNED,DECENTRALIZED,MORPHO token governs protocol parameters/fees via on-chain process under foundation-backed DAO,"DeFi, ethereum-ecosystem, coinbase-ventures-portfolio, lending-borowing, fenbushi-capital-portfolio, pantera-capital-portfolio, arbitrum-ecosystem, base-ecosystem, binance-alpha, binance-ecosystem, binance-listing, Decentralized Finance (DeFi), Lending/Borrowing Protocols, Arbitrum Ecosystem, Ethereum Ecosystem, Base Ecosystem, Coinbase Ventures Portfolio, Pantera Capital Portfolio, Morpho Ecosystem, Binance Alpha Spotlight, Katana Ecosystem",MORPHO,GOVERNANCE,https://morpho.org/,,"abstract,arbitrum,base,bnb-chain,celo,ethereum,etherlink,lisk,optimism,polygon,soneium,unichain",0.0,5900994331.0,,797206832.1,360245372.5,999999999.8,1.538652208,20979,187456305685.0,38405,1.99134382,2.86890681,-15.28643508,-23.00829992,-5.58984302,-34.72443327,5885242404.0,1991343.82,5,1.0,2,0.7333333333333334,12,20.49662471764099,9.951324881950288,22.498386704505815,0.8480418056167653,980873747.5796529,7.402087003514028,1.8306401639734973,8935426.17307784,38000.230330330334,True,GOVERNANCE,GOVERNANCE,True,False,False,False,True,False,False,False,False,False,False,5,True,1.0,True,True,Lending,True,True,defi::Lending,defi::Lending::Lending
Zerion,defi,DEX,DeFi,True,True,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"Non-custodial wallet/portfolio tracker operated by Zerion, Inc.; no DAO or governance token for the product; roadmap and policies are company-controlled.","NFT, DeFi",,,http://zerion.io/,,"arbitrum,base,bnb-chain,aurora,ethereum,optimism,avalanche,unichain,fantom,zksync-era,polygon,celo",0.0,0.0,0.0,0.0,0.0,0.0,0.0,20743,17899859.87,55051,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,1,0.21666666666666667,12,0.0,9.9400123272185,0.0,0.18470654622070723,0.0,,2.653955551270308,862.9349597454564,0.0,False,NONE,NONE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,DeFi,False,False,,
Wolfswap,exchanges,Analytics,Analytics,True,True,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"Aggregator/DEX positioning with revenue/buyback narrative; materials mention DAO ambitions, but no verified binding on-chain governance execution; operational control appears team-led.","Pools, Exchanges, DeFi, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",MOON,UTILITY,https://wolfswap.app,,"abstract,avalanche,base,blast,cronos,polygon",0.0,,,0.0,0.0,0.0,0.0,20692,24283335.75,205915,,,,,,,,,1,0.0,1,0.21666666666666667,6,0.0,9.93755075781183,0.0,0.18466080503162,0.0,,9.951430504542818,1173.5615576068046,0.0,True,UTILITY,UTILITY,False,True,False,False,False,False,False,False,False,False,False,3,True,0.8,True,False,Analytics,False,False,,
Boxing Star X,games,NFT Gaming,"Play 2 Earn, Social",True,True,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Telegram/LINE boxing game by Delabs; no public DAO—studio controls economy and updates,"Sports, Social, Games, Play to Earn",,,https://www.boxingstarx.com/,,"kaia,ton",0.0,0.0,0.0,0.0,0.0,0.0,0.0,20432,41.58,33259,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,2,0.0,9.924906519909428,0.0,0.18442584822918723,0.0,,1.6277897415818323,0.0020350430696945967,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,False,3,True,0.8,True,False,Play 2 Earn,False,False,,
ChainGPT,other,Privacy/Security,"Identity, DAO Tooling, Analytics, AI Agent Platform",True,True,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,ChainGPT runs a Snapshot-based DAO for CGPT stakers; execution remains team/multisig.,"Knowledge, Discussions, Staking, DeFi, Governance, media, platform, communications-social-media, ai-big-data, collectibles-nfts, content-creation, research, smart-contracts, dao, ethereum-ecosystem, launchpad, solana-ecosystem, bnb-chain-ecosystem, seedify, generative-ai, telegram-bot, discord-bots, ai-agents, ai-agent-launchpad, defai, binance-ecosystem, binance-listing, Artificial Intelligence (AI), Smart Contract Platform, Decentralized Finance (DeFi), Analytics, NFT, BNB Chain Ecosystem, Solana Ecosystem, Ethereum Ecosystem, Telegram Apps, Discord Bots, ChainGPT Launchpad, Poolz Finance Launchpad, AI Agents, AI Applications, Binance Alpha Spotlight, AI Framework, ai-applications",CGPT,UTILITY,https://chaingpt.org,,"arbitrum,avalanche,base,blast,bnb-chain,core,cronos,ethereum,immutablex,linea,mantle,opbnb,optimism,polygon,sei,skale-titan,solana,tron,viction,zksync-era",0.0,39574.0,874.2616539,34500836.4,866314870.5,997766793.0,0.03993701582,20145,342943.36,24497,2.36397136,2.21215109,-2.08532662,-34.04553874,-47.57658069,-54.84863191,39568.0,2363971.36,2,0.0,1,0.2833333333333333,20,17.356494154170786,9.910761036502626,10.585952884749213,0.6405048859603973,6618.128038175,0.0011470446554159481,1.2160337552742615,17.023745842640853,1712.6252866716306,True,UTILITY,UTILITY,False,True,False,False,False,False,False,True,False,False,False,5,True,1.0,True,True,Identity,True,True,other::Privacy/Security,other::Privacy/Security::Identity
Dive Diary,games,NFT Gaming,Play 2 Earn,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Web3 casual game; docs describe points redeemable for $DIVE at TGE, but no DAO or token-based execution governance evidenced; game ops remain studio-run.","NFT, Games, Play to Earn",DIVE,REWARD,https://divediary.xyz/,,sei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20081,0.0,149776,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,9.907579170439382,0.0,0.18410386926473388,0.0,,7.458592699566755,0.0,0.0,True,REWARD,REWARD,False,False,True,False,False,False,False,False,False,True,False,2,True,0.7,True,False,Play 2 Earn,False,False,,
RubyScore,other,DAO Tooling,"DAO Tooling, Analytics",True,True,NONE,COMPANY_OWNED,CENTRALIZED,Analytics/reputation protocol; docs note no governance process or token at present,"NFT, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",,,https://rubyscore.io/,,"arbitrum,base,blast,linea,mantle,optimism,polygon,soneium,zksync-era",0.0,,,0.0,0.0,0.0,0.0,19067,102613.14,79916,,,,,,,,,0,0.0,0,0.0,9,0.0,9.855766816324715,0.0,0.18314108565189283,0.0,,4.191325326480306,5.38171395604972,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,False,False,3,True,0.8,True,False,DAO Tooling,False,False,,
Rhea Finance,defi,DEX,"Yield Optimizer, Farming, Staking, AMM DEX",True,False,MULTISIG_WITH_COMMUNITY_INPUT,DAO_OWNED,SEMI_DECENTRALIZED,NEAR-based DAO (Sputnik) with council-created proposals and community voting; DAO stewards treasury/upgrades,"Farming, Yield, DeFi, decentralized-exchange-dex-token, staking, dapp, dex, dragonfly-capital-portfolio, near-protocol-ecosystem, okx-ventures-portfolio, bnb-chain-ecosystem, jump-crypto, binance-alpha, binance-alpha-airdrops, binance-ecosystem",RHEA,UTILITY,https://rhea.finance,,near,68.6,,,4346364.003,200000000.0,1000000000.0,0.03791873711,18949,116230066.3,1113548,-3.34737228,-11.57610731,14.02442735,-44.07165478,-22.30037992,-22.30037992,148946855.0,-3347372.2800000003,4,3.0,1,0.7166666666666667,1,15.284850422235992,9.849559210510572,0.0,0.46906221193554243,24824494.87882488,0.0,58.76552852393266,6133.836418808381,229.37168204126866,True,UTILITY,UTILITY,False,True,False,False,True,False,False,False,False,False,False,4,True,0.9,True,True,Yield Optimizer,True,True,defi::DEX,defi::DEX::Yield Optimizer
QORPO WORLD,games,NFT marketplace,"Play 2 Earn, DAO Tooling, Marketplace",True,True,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,Whitepaper states token-holder governance; platform and games operated by company → semi,"Art, NFT, Games, Marketplaces, Gaming (GameFi), BNB Chain Ecosystem, Play To Earn, Ethereum Ecosystem, RPG, Gaming Utility Token, Adventure Games, Gaming Platform, Action Games",QORPO,REWARD,https://qorpo.world/,,"bnb-chain,polygon,ethereum",0.0,0.0,0.0,5658868.0,443483341.8,749011551.8,0.01275169,18494,0.0,50256,0.0,11.89033,7.63063,-1.75011,0.0,0.0,,0.0,2,0.0,1,0.2833333333333333,3,15.548734606890472,9.825255704266555,0.0,0.4735488570367298,3.5451783333333338,0.0,2.717421866551314,0.0,305.9839948091273,True,REWARD,REWARD,False,False,True,False,False,False,False,False,False,True,False,3,True,0.8,True,False,Play 2 Earn,False,False,,
Taco Studios,games,NFT Gaming,"Play 2 Earn, Analytics",True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Web3 gaming publisher/ecosystem; includes DeFi components like “Taco Swap”, but governance execution appears centrally managed; token presence exists (TACO) without proof of binding protocol governance.","NFT, Exchanges, DeFi, Games, Play to Earn, research, analytics, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",TACO,REWARD,https://tacostudios.io,,wax,0.0,,,0.0,0.0,0.0,0.0,18219,80405.19,796670,,,,,,,47998.0,,1,0.0,0,0.06666666666666667,1,0.0,9.810275170813949,0.0,0.18229575423301905,7999.666666666667,,43.72742741094462,4.413260332619792,0.0,True,REWARD,REWARD,False,False,True,False,False,False,False,False,False,True,False,3,True,0.8,True,False,Play 2 Earn,False,False,,
Battle of Souls,games,NFT Gaming,Play 2 Earn,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Web3 RPG project; official materials emphasise game/IP control and product rollout, without documented DAO/governor-based execution; treated as studio-controlled.","NFT, Games, Play to Earn",,,https://atmabattle.app/,,immutablezkevm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17246,0.0,25864,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,9.7553934942914,0.0,0.1812759360891799,0.0,,1.4997100776991765,0.0,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,False,2,True,0.7,True,False,Play 2 Earn,False,False,,
Backroom,marketplaces,NFT marketplace,"Marketplace, Social",True,False,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,InfoFi protocol with ROOM token; no formal DAO docs—parameters/treasury operated by team,"Knowledge, Social, Marketplaces, Virtuals Protocol Ecosystem",ROOM,UTILITY,http://app.backroom.tech/,,base,0.0,0.0,0.0,4416579.0,699992000.0,1000000000.0,0.00634728,17033,943278.43,35113,0.0,4.0886,-3.02394,52.43259,0.0,0.0,,0.0,1,0.0,1,0.21666666666666667,1,15.30087619889436,9.742966625701026,0.0,0.4673813972239561,9.924188333333333,0.0,2.0614689132859745,55.379465155873895,259.29542652498094,True,UTILITY,UTILITY,False,True,False,False,False,False,False,False,False,False,False,4,True,0.9,True,True,Marketplace,True,True,marketplaces::NFT marketplace,marketplaces::NFT marketplace::Marketplace
Vibely,social,Social Network,Social,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"BNB Chain social dApp positioned around AI companion chats; token $VIBE is referenced, but no binding community governance mechanism is shown; platform remains operator-controlled.","Social, AI",VIBE,REWARD,https://vibely.chat,,bnb-chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16993,161.14,17220,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,9.740615619563487,0.0,0.18100133178169822,0.0,,1.0133584417112929,0.009482728182192666,0.0,True,REWARD,REWARD,False,False,True,False,False,False,False,True,False,False,True,3,True,0.8,True,False,Social,False,False,,
Helio,other,Payments/RWA,"Analytics, Payments",True,True,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,No public DAO; payment gateway fully operated by Helio (now part of MoonPay); on-chain settlement but platform parameters set by company,"Content Creation, NFT, DeFi, research, analytics, Solana Ecosystem, Moonshot Ecosystem, platform, smart-contracts, dapp, ethereum-ecosystem, layer-2, base-ecosystem",,,https://www.hel.io/,,"base,ethereum,polygon,solana",0.0,0.0,,50429.0,925094274.3,925094274.3,6.181e-05,16685,2813019.37,36179,,49.87342,26.52238,-41.68738,,,,,1,0.0,1,0.21666666666666667,4,10.828341515070772,9.72232532346202,0.0,0.383300056975855,19.68053,0.0,2.16835480970932,168.59570692238538,3.022415343122565,False,NONE,NONE,False,False,False,False,False,False,True,False,False,False,False,4,True,0.9,True,True,Analytics,True,True,other::Payments/RWA,other::Payments/RWA::Analytics
Moonwell,defi,Lending,"Lending, Yield Optimizer, Staking, DAO Tooling",True,False,ONCHAIN_TOKEN_GOVERNANCE,FOUNDATION_OWNED,SEMI_DECENTRALIZED,Uses a mix of on-chain proposals and Snapshot; Moonwell Foundation oversees governance and ops → community input with foundation execution,"Staking, Yield, DeFi, polkadot, polkadot-ecosystem, moonbeam-ecosystem, base-ecosystem, Moonriver Ecosystem",WELL,GOVERNANCE,https://moonwell.fi,,base,70.0,1689092.0,,49023958.08,614294789.0,5000000000.0,0.02337649992,16481,1864543617.0,81762,0.2515685,-6.16216405,-13.52338783,-22.03876364,-27.49508148,-15.75810175,169065902.0,251568.49999999997,5,1.0,1,0.5833333333333334,1,17.70781969738884,9.710024155323328,14.339702256441035,0.6899921176594672,28177664.49624979,0.034454419148361025,4.960985377100904,113132.91772343911,2974.5742418542563,True,GOVERNANCE,GOVERNANCE,True,False,False,False,True,False,False,False,False,False,False,5,True,1.0,True,True,Lending,True,True,defi::Lending,defi::Lending::Lending
Eternal League,games,NFT Gaming,Play 2 Earn,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Web3 game with tokenised economy; sources describe EST as marketplace/reward currency, but no DAO or binding on-chain governance execution is evidenced.","NFT, Games, Play to Earn",EST,REWARD,https://www.eternalleague.com/,,immutablezkevm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16256,0.0,26269,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,9.696278864234223,0.0,0.18017746067591736,0.0,,1.6159571850393701,0.0,0.0,True,REWARD,REWARD,False,False,True,False,False,False,False,False,False,True,False,2,True,0.7,True,False,Play 2 Earn,False,False,,
AVNU,defi,DEX,"Staking, Analytics, DEX Aggregator",True,False,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"Starknet liquidity infrastructure / DEX aggregator; contracts are public and integrated broadly, but governance/execution is not shown as DAO-owned with timelock; treated as team-executed operations.","Layer 2, Exchanges, Staking, DeFi, research, analytics",,,https://app.avnu.fi,,starknet,0.0,,,0.0,0.0,0.0,,15833,30095446.89,201943,,,,,,,0.0,,1,0.0,1,0.21666666666666667,1,0.0,9.669914805731379,0.0,0.1796875604594874,0.0,,12.75456325396324,1900.8050836859725,0.0,False,NONE,NONE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,Staking,False,False,,
SynFutures,defi,DEX,"Perpetuals, Derivatives, AMM DEX, DAO Tooling",True,True,TEAM_CONTROLLED,COMPANY_OWNED,SEMI_DECENTRALIZED,"Team indicates transition toward DAO via F token, but today governance remains team-led.","DeFi, decentralized-exchange-dex-token, derivatives, ethereum-ecosystem, polychain-capital-portfolio, cms-holdings-portfolio, dragonfly-capital-portfolio, hashkey-capital-portfolio, pantera-capital-portfolio, bnb-chain-ecosystem, base-ecosystem, binance-alpha, binance-alpha-airdrops, binance-ecosystem, binance-listing, Decentralized Finance (DeFi), NFT, BNB Chain Ecosystem, Perpetuals, Ethereum Ecosystem, NFTFi, DragonFly Capital Portfolio, Pantera Capital Portfolio, Polychain Capital Portfolio, perp-dex-coins",F,UTILITY,https://www.synfutures.com/,,"base,blast",261.8,9863808.0,,25788418.3,2908510641.0,10000000000.0,0.008914121555,15126,1263791499.0,190646,1.68649981,1.31394863,-11.58461587,-59.30496058,-35.60204399,22.50643132,9863807.0,1686499.8099999998,1,0.0,1,0.21666666666666667,2,17.065436084781005,9.6242365055622,16.1043829602974,0.6983038989975728,1643989.552000065,0.3824898404102589,12.603860901758562,83550.93871479572,1704.9066706333465,True,UTILITY,UTILITY,False,True,False,False,True,False,False,False,False,False,False,5,True,1.0,True,True,Perpetuals,True,True,defi::DEX,defi::DEX::Perpetuals
Mysterium VPN,other,Infrastructure,Infrastructure,True,False,TEAM_CONTROLLED,FOUNDATION_OWNED,SEMI_DECENTRALIZED,"Decentralised VPN/proxy network powered by node operators earning MYST; network is permissionless at the node layer, but protocol direction/governance is not evidenced as binding token governance.",,MYST,UTILITY,https://www.mysteriumvpn.com/,,polygon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14799,0.0,24388,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,1.0,1,0.31666666666666665,1,0.0,9.602382459752207,0.0,0.17843266600127447,0.0,,1.6479491857557944,0.0,0.0,True,UTILITY,UTILITY,False,True,False,False,False,False,False,False,False,False,False,2,True,0.7,True,False,Infrastructure,False,False,,
ZeroLend,defi,Lending,"Lending, Yield Optimizer, Farming, Staking",True,True,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,“Zero Governance” staking and token suggest advisory votes; execution remains with core team,"Farming, Staking, Yield, DeFi, Governance, lending-borowing, linea-ecosystem, Decentralized Finance (DeFi), Lending/Borrowing Protocols, Linea Ecosystem, Account Abstraction",ZERO,UTILITY,https://zerolend.xyz/,,"ethereum,linea,zksync-era",15.0,17466055.0,0.03054511,798182.6099,54868247451.0,100000000000.0,9.723340205e-06,14689,32641133.41,24827,0.44889525,-3.15457133,-24.31834338,-40.09009623,-67.19282085,-80.40164914,17815452.0,448895.25,2,0.0,1,0.2833333333333333,3,13.59009393755984,9.594922269167922,16.675769898179922,0.639822432064008,2969277.859580155,21.882279547769436,1.690176322418136,2222.148097896385,54.338798413779024,True,UTILITY,UTILITY,False,True,False,False,True,False,False,False,False,False,False,5,True,1.0,True,True,Lending,True,True,defi::Lending,defi::Lending::Lending
Gatto,games,NFT Gaming,Play 2 Earn,True,False,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,Telegram mini-app game with no published DAO or tokenholder control,"NFT, Games, Play to Earn",,,https://t.me/gatto_gamebot,,ton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14546,22602.93,15968,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,1,0.0,9.585140065773462,0.0,0.1781122656903342,0.0,,1.0977588340437234,1.553893166506256,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,False,3,True,0.8,True,False,Play 2 Earn,False,False,,
ApeBond,exchanges,DEX,"AMM DEX, DAO Tooling, Farming, NFT Marketplace",True,True,SNAPSHOT_OFFCHAIN,COMPANY_OWNED,SEMI_DECENTRALIZED,Community votes (historically BANANA/GNANA → ABOND) via forum/Snapshot; team or multisig executes,"NFT, Exchanges, Staking, DeFi, Governance, ai-big-data, collectibles-nfts, dao, ethereum-ecosystem, launchpad, polygon-ecosystem, bnb-chain-ecosystem, real-world-assets-protocols, Decentralized Exchange (DEX), Exchange-based Tokens, Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Polygon Ecosystem, Ethereum Ecosystem",ABOND,UTILITY,https://ape.bond,,"arbitrum,bnb-chain,ethereum,polygon",0.0,14544818.0,,371563.5237,343763857.0,455803142.7,0.0009871662709,13957,241980531.2,4110,1.52900327,0.47048124,-10.5915581,-26.82105286,-37.88149013,-41.31693617,14398159.0,1529003.27,2,0.0,1,0.2833333333333333,4,12.825477812311616,9.543808099577097,16.492745405695132,0.6222896103004975,2399712.6802530834,39.14490274815961,0.29447589023429105,17337.574779680446,26.622019323636888,True,UTILITY,UTILITY,False,True,False,False,True,False,False,True,False,False,False,5,True,1.0,True,True,AMM DEX,True,True,exchanges::DEX,exchanges::DEX::AMM DEX
Fiat24,defi,Payments/RWA,Payments,True,False,NONE,COMPANY_OWNED,CENTRALIZED,"Swiss licensed Web3 bank; accounts/NFTs governed by corporate/legal terms, not a DAO","Layer 2, NFT, DeFi",F24,UTILITY,https://app.fiat24.com/,,arbitrum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13821,5483868.95,79142,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,0.0,1,0.0,9.53401680465134,0.0,0.17716228688924668,0.0,,5.7262137327255624,396.77801533897696,0.0,True,UTILITY,UTILITY,False,True,False,False,True,False,True,False,False,False,False,3,True,0.8,True,False,Payments,False,False,,
Football Fun,games,NFT marketplace,"Play 2 Earn, DAO Tooling, Marketplace",True,False,NONE,COMPANY_OWNED,CENTRALIZED,Fantasy sports game on Base; no native governance token; ops run by company,"NFT, Sports, Play to Earn, Marketplaces",,,https://www.football.fun/,,base,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13687,30055551.89,148272,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,0.0,1,0.0,9.52427481557203,0.0,0.176981260035665,0.0,,10.833053262219625,2195.9196237305473,0.0,False,NONE,NONE,False,False,False,False,False,False,False,False,False,True,False,3,True,0.8,True,False,Play 2 Earn,False,False,,
BloomBot,defi,DEX,DeFi,True,True,TEAM_CONTROLLED,COMPANY_OWNED,CENTRALIZED,"Trading bot product (Telegram/extension) described as non-custodial, but governance and operations are centrally managed; no protocol DAO or binding community governance surfaced.",,,,https://www.bloombot.app/,,"base,solana",0.0,0.0,0.0,0.0,0.0,0.0,0.0,13642,45475311.32,1301698,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1,0.0,0,0.06666666666666667,2,0.0,9.520981848562874,0.0,0.1769200697128508,0.0,,95.41841372232811,3333.4783257586864,0.0,False,NONE,NONE,False,False,False,False,True,False,False,False,False,False,False,3,True,0.8,True,False,DeFi,False,False,,
